"Property_Number","Property_NAme","Post_Code","Polling_Place_Name","Polling_Place_Address_1","Polling_Place_Address_2","Polling_Place_Address_3","Polling_Place_Address_4","Polling_Place_Postcode"
"5","","N12 0HU","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0JA","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0JQ","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0JR","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0LJ","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N12 0LN","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N12 0LP","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N12 0LS","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N12 0LX","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N12 0LZ","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0NS","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0NY","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0PE","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0PG","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0PH","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0PT","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0PY","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0QA","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0QB","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0QL","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0QS","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0QY","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0RE","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TA","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TB","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TD","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TE","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TF","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TG","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0TQ","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 7AJ","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7AL","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7AR","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7BA","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7BG","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7BH","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7BW","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7BX","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7BZ","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7DA","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7DB","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7DE","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7DT","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7DW","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7EN","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 7ER","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7ET","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7EX","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7HH","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7JA","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7JB","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7JG","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7JJ","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7JP","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7JR","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7LD","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7LE","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7LN","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7LP","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7LS","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7LT","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"5","","N12 7NT","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 7NU","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 7NY","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 7PE","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 7PH","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8AA","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8AN","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 8AS","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 8AY","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 8BE","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 8BF","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8BY","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8DB","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8DD","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8DH","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8DN","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8DP","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8DZ","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8EE","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8EP","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8EY","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8HB","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8HP","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8NU","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8NY","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8PF","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 8PH","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"5","","N12 8PJ","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"5","","N12 8PY","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8QE","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8QF","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8QG","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8QN","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8QQ","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8QT","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8RB","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8RT","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 8SQ","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 8SR","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"5","","N12 9AR","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N12 9AT","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N12 9AU","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9AW","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N12 9BG","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N12 9DE","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9DR","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9EN","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9ER","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9HE","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9HF","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9HJ","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9HN","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9HP","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9HX","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9JG","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9JH","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9JS","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9LD","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9LE","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9LG","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9NA","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9NB","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9ND","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"5","","N12 9NX","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9PE","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9PG","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9PR","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9RU","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9TL","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9TU","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N12 9UB","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"5","","N14 4PF","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"5","","N14 4PP","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"5","","N14 4PQ","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"5","","N14 5AE","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5AF","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5AH","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5AL","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5BD","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5DJ","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5ED","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5JD","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5JH","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5JP","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5JT","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5LG","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5LR","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5LU","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5NB","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5NJ","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5NP","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5NR","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"5","","N14 5RA","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5RH","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5RL","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5RP","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 5SA","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7LA","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7LE","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7LJ","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7LX","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7ND","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7NJ","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7NN","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N14 7NR","Osidge Primary School","Chase Side","Southgate","London","","N14 5HD"
"5","","N2 0AA","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0AB","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0AD","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0AZ","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"5","","N2 0BD","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"5","","N2 0BF","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"5","","N2 0BH","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"5","","N2 0BL","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"5","","N2 0DF","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0DH","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0DJ","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0DR","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0ES","St Judes Church Hall","South Square","Hampstead Garden Suburb","London","","NW11 7AH"
"5","","N2 0GA","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"5","","N2 0HB","Bishop Douglass RC High School","Hamilton Road","East Finchley","London","","N2 0SQ"
"5","","N2 0HD","Bishop Douglass RC High School","Hamilton Road","East Finchley","London","","N2 0SQ"
